baseline_Herbert_label,baseline_Herbert_score,baseline_XLM-RoBERTa_score,baseline_Multilingual BERT_label,baseline_Multilingual BERT_score,baseline_Joy,baseline_Trust,baseline_Anticipation,baseline_Surprise,baseline_Fear,baseline_Sadness,baseline_Disgust,baseline_Anger,baseline_Positive,baseline_Negative,baseline_Neutral,gpt_corr_Herbert_label,gpt_corr_Herbert_score,gpt_corr_XLM-RoBERTa_score,gpt_corr_Multilingual BERT_label,gpt_corr_Multilingual BERT_score,gpt_corr_Joy,gpt_corr_Trust,gpt_corr_Anticipation,gpt_corr_Surprise,gpt_corr_Fear,gpt_corr_Sadness,gpt_corr_Disgust,gpt_corr_Anger,gpt_corr_Positive,gpt_corr_Negative,gpt_corr_Neutral,prep_bas_Herbert_label,prep_bas_Herbert_score,prep_bas_XLM-RoBERTa_score,prep_bas_Multilingual BERT_label,prep_bas_Multilingual BERT_score,prep_bas_Joy,prep_bas_Trust,prep_bas_Anticipation,prep_bas_Surprise,prep_bas_Fear,prep_bas_Sadness,prep_bas_Disgust,prep_bas_Anger,prep_bas_Positive,prep_bas_Negative,prep_bas_Neutral,prep_gpt_Herbert_label,prep_gpt_Herbert_score,prep_gpt_XLM-RoBERTa_score,prep_gpt_Multilingual BERT_label,prep_gpt_Multilingual BERT_score,prep_gpt_Joy,prep_gpt_Trust,prep_gpt_Anticipation,prep_gpt_Surprise,prep_gpt_Fear,prep_gpt_Sadness,prep_gpt_Disgust,prep_gpt_Anger,prep_gpt_Positive,prep_gpt_Negative,prep_gpt_Neutral,baseline_XLM-RoBERTa_label_negative,baseline_XLM-RoBERTa_label_neutral,baseline_XLM-RoBERTa_label_positive,gpt_corr_XLM-RoBERTa_label_negative,gpt_corr_XLM-RoBERTa_label_neutral,gpt_corr_XLM-RoBERTa_label_positive,prep_bas_XLM-RoBERTa_label_negative,prep_bas_XLM-RoBERTa_label_neutral,prep_bas_XLM-RoBERTa_label_positive,prep_gpt_XLM-RoBERTa_label_negative,prep_gpt_XLM-RoBERTa_label_neutral,prep_gpt_XLM-RoBERTa_label_positive
0.0,0.5929923795014296,0.29372154883922447,0.0,0.18014481521810047,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9340820042313459,0.937326048311998,0.75,0.29965671025702584,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8433812708580523,0.07754543696712964,0.25,0.06135917085494721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9249232854534162,0.819787892013711,0.75,0.28475715105444427,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.9642281755247165,0.9943604854972512,1.0,0.6287316559748851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633502239446724,0.9936597686846972,1.0,0.6424575686902502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9440124587494464,0.9952593987535981,1.0,0.5577552138442452,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9482822567217983,0.9939886537428764,1.0,0.5646524049280092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9299562019026725,0.9685655355716788,1.0,0.48459525037270257,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9258946600904571,0.9664919563734693,1.0,0.47198153577787916,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8239301370790485,0.9280579652357508,1.0,0.5067211299465042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8254722366810322,0.9299576676899534,1.0,0.4958103084563518,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9627678635777608,0.9917630686650671,1.0,0.4931050480923143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9623924656524183,0.9908281115171742,1.0,0.45016557315941885,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.959945386911974,0.9884166569585545,1.0,0.48933979303135794,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9607926383373964,0.9931528576334253,1.0,0.4392102148751447,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9540746844895379,0.9893439087570685,1.0,0.4435961711969645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9414606482468196,0.9924710192719882,1.0,0.20035163470404102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9105850657055239,0.9701606342259592,1.0,0.42256027956689435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9376980819590809,0.991936743213183,1.0,0.24369097821237592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9719216208749412,0.9958765346777021,0.75,0.37513540196635065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9748021537448948,0.9962550022728013,0.75,0.3781016369627179,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9617856373399414,0.991954236960404,0.75,0.345559878709246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9500381769626296,0.9950430528239341,0.75,0.36559368519812807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9441857037324728,0.9855726306587683,1.0,0.5399576529908409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9519632919774144,0.96003527162487,1.0,0.4996418855648398,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9159856987802822,0.7894048907266911,1.0,0.4338117679442161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9267320153255506,0.906359378010971,1.0,0.427643672502152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9399968318825727,0.9504295761119569,0.75,0.20866043398514114,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9515326647867163,0.9433729857776095,0.5,0.22670612923303987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9252052029683254,0.78634338853546,0.25,0.19206131531929518,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9680565297764419,0.9381504286068689,0.5,0.21063188845605135,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9590056615709859,0.9556419085682354,0.25,0.3258588014257324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9690029173569101,0.9213674064624726,0.75,0.3195779489795493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9101630487530706,0.9710563907200853,0.25,0.2046434374890259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9294235950987773,0.9670171346679072,0.75,0.29725903912787716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.5929923795014296,0.29372154883922447,0.0,0.18014481521810047,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9576698634304188,0.8587219903871157,0.0,0.1787881387307519,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8433812708580523,0.07754543696712964,0.25,0.06135917085494721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9593276600468004,0.8665143949256232,0.0,0.27496538313428337,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.9820667286610026,0.8910113705611478,1.0,0.1990790949462926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9765008343815504,0.6666888721962254,0.75,0.17075303898903768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9593383829844541,0.9005107868134612,0.75,0.11610676125739905,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9614737847855941,0.5517770698009367,0.75,0.14326294105886062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.9669258300167367,0.9785436928488975,0.75,0.3282603369542187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9550769661712095,0.9826852132072461,0.75,0.3148463657694555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9486176478314162,0.9616766490079106,0.75,0.29733765448865773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9540951057451742,0.9819248966462857,0.75,0.28219389886984153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9441815746694747,0.9431611356062148,0.25,0.33090485374769824,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9461283134002233,0.9465545056325683,0.25,0.3241385527777986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9079487546615176,0.9661507235445936,0.25,0.3057585038427485,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9087549811584527,0.9672989356550018,0.25,0.29909137152238635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.684758427292456,0.2848057220664959,1.0,0.012249305645183856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8021419632099029,0.49098224401646395,0.0,0.16629113694217124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6529539521788937,0.7423463045721003,1.0,0.1714763331305918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8169253890370628,0.3903455094843174,1.0,0.1622344039596289,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.9554331462158766,0.9791546122104262,0.0,0.20027929716810686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9529071505294218,0.9801535818825385,0.0,0.19044990609247253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9325422796980865,0.9811145553224274,0.0,0.13657251643495516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9333059587111809,0.9866185030603474,0.0,0.15727641494161415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.9603457301985155,0.973772195342668,0.75,0.45887995533830644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9580463478233936,0.9719331149354195,0.75,0.4472446230618003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9624900677409972,0.948713977399515,0.75,0.4269109736513269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9628185967160724,0.9502061799935994,0.75,0.41768548789984195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.5929923795014296,0.29372154883922447,0.0,0.18014481521810047,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9601049655432063,0.9629458036372058,0.0,0.6460732392253584,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8433812708580523,0.07754543696712964,0.25,0.06135917085494721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9492994533469695,0.9850667139348891,0.0,0.6593750548350158,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.9557492072199046,0.8230674074616772,0.75,0.39776348167309267,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9526622503441183,0.8511214696724715,0.75,0.40533865726953466,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9347732226173955,0.8477211077576421,0.75,0.30226129729032897,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.931753942324548,0.8418111289162284,0.75,0.3396022909459901,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9475795432705785,0.7756447199126061,0.0,0.23401022702690907,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9363794327264486,0.9097441681848822,0.75,0.06700650120069321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9606817583973912,0.4086677387625099,0.0,0.368140355006267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9571514631568473,0.9588497094680801,0.0,0.15092934020352083,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.9841320108987246,0.9854837906383005,1.0,0.38390397574307733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.985744426402729,0.9781012282772649,1.0,0.3834012992686648,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9831575525433919,0.9855229109443852,1.0,0.37644753571802836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98606278038308,0.9775077226844708,1.0,0.3643665856366664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9504672597836276,0.990542479855718,0.75,0.2819698004382549,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9502655379901084,0.9867698249159305,0.75,0.2987618273308064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875180655196734,0.9802932610489323,1.0,0.18780959990245852,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8661956748422982,0.98390258953633,1.0,0.2533163294503875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9667187512512316,0.9871830963977679,1.0,0.408921068253094,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9700317628921417,0.9853978045262305,1.0,0.48700044503220785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9474357043853876,0.9903600728768958,1.0,0.31744155985615813,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9394070603054205,0.9855119255879629,1.0,0.4313327440348394,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
